Time,계정명,당기금액
2015,자본금,"3,209,820,000,000"
2015,이익잉여금,"35,442,274,000,000"
2015,자본총계,"53,181,368,000,000"
2015,매출액,"58,540,389,000,000"
2015,영업이익,"4,425,361,000,000"
2015,법인세차감전 순이익,"13,176,969,000,000"
2015,당기순이익,"10,165,653,000,000"
2015,유동자산,"15,924,838,000,000"
2015,비유동자산,"21,849,995,000,000"
2015,자산총계,"37,774,833,000,000"
2015,유동부채,"8,290,621,000,000"
2015,비유동부채,"3,807,972,000,000"
2015,부채총계,"12,098,593,000,000"
2015,자본총계,"25,676,240,000,000"
2015,매출액,"36,019,749,000,000"
2015,영업이익,"2,934,571,000,000"
2015,법인세차감전 순이익,"4,212,662,000,000"
2015,당기순이익,"3,040,049,000,000"
2015,유동자산,"9,358,898,000,000"
2015,비유동자산,"13,479,046,000,000"
2015,자산총계,"22,837,944,000,000"
2015,유동부채,"3,979,666,000,000"
2015,비유동부채,"525,073,000,000"
2015,부채총계,"4,504,739,000,000"
2015,이익잉여금,"16,918,714,000,000"
2015,자본총계,"18,333,205,000,000"
2015,매출액,"19,079,257,000,000"
2015,영업이익,"1,920,841,000,000"
2015,법인세차감전 순이익,"2,279,275,000,000"
2015,당기순이익,"1,707,372,000,000"
2015,유동자산,"5,160,242,000,000"
2015,비유동자산,"23,421,145,000,000"
2015,자산총계,"28,581,387,000,000"
2015,유동부채,"5,256,493,000,000"
2015,비유동부채,"7,950,798,000,000"
2015,부채총계,"13,207,291,000,000"
2015,이익잉여금,"15,007,627,000,000"
2015,자본총계,"15,374,096,000,000"
2015,매출액,"17,136,734,000,000"
2015,유동자산,"2,713,529,000,000"
2015,비유동자산,"20,433,411,000,000"
2015,자산총계,"23,146,940,000,000"
2015,유동부채,"3,491,306,000,000"
2015,비유동부채,"5,876,174,000,000"
2015,부채총계,"9,367,480,000,000"
2015,이익잉여금,"13,418,603,000,000"
2015,자본총계,"13,779,460,000,000"
2015,매출액,"12,556,979,000,000"
2015,유동자산,"2,639,382,642,000"
2015,비유동자산,"1,746,530,376,000"
2015,자산총계,"4,385,913,018,000"
2015,유동부채,"1,683,655,879,000"
2015,비유동부채,"432,678,620,000"
2015,부채총계,"2,116,334,499,000"
2015,이익잉여금,"3,069,369,883,000"
2015,자본총계,"2,269,578,519,000"
2015,매출액,"3,251,157,100,000"
2015,영업이익,"762,203,849,000"
2015,법인세차감전 순이익,"708,297,337,000"
2015,당기순이익,"516,986,279,000"
2015,유동자산,"1,804,796,316,000"
2015,비유동자산,"1,578,921,333,000"
2015,자산총계,"3,383,717,649,000"
2015,유동부채,"739,150,464,000"
2015,비유동부채,"268,850,850,000"
2015,부채총계,"1,008,001,314,000"
2015,이익잉여금,"3,293,691,504,000"
2015,자본총계,"2,375,716,335,000"
2015,매출액,"2,141,274,744,000"
2015,영업이익,"826,491,298,000"
2015,법인세차감전 순이익,"848,500,733,000"
2015,당기순이익,"642,595,653,000"
2015,유동자산,"29,180,888,772,071"
2015,비유동자산,"51,227,870,474,222"
2015,자산총계,"80,408,759,246,293"
2015,유동부채,"20,130,925,777,394"
2015,비유동부채,"15,207,611,498,970"
2015,부채총계,"35,338,537,276,364"
2015,자본총계,"45,070,221,969,929"
2015,매출액,"58,192,344,560,634"
2015,영업이익,"2,410,042,581,756"
2015,법인세차감전 순이익,"180,757,543,607"
2015,당기순이익,"-96,181,234,235"
2015,유동자산,"11,427,638,423,093"
2015,비유동자산,"39,881,770,276,375"
2015,자산총계,"51,309,408,699,468"
2015,유동부채,"3,817,678,456,909"
2015,비유동부채,"4,466,172,795,967"
2015,부채총계,"8,283,851,252,876"
2015,이익잉여금,"41,862,569,753,352"
2015,자본총계,"43,025,557,446,592"
2015,매출액,"25,607,220,942,253"
2015,영업이익,"2,238,248,789,010"
2015,법인세차감전 순이익,"1,668,283,230,840"
2015,당기순이익,"1,318,271,459,610"
2015,유동자산,"3,845,288,985,116"
2015,비유동자산,"2,486,390,139,341"
2015,자산총계,"6,331,679,124,457"
2015,유동부채,"1,389,914,521,872"
2015,비유동부채,"164,912,824,361"
2015,부채총계,"1,554,827,346,233"
2015,자본금,"38,688,900,000"
2015,이익잉여금,"3,449,529,420,385"
2015,자본총계,"4,776,851,778,224"
2015,매출액,"7,853,458,731,256"
2015,영업이익,"588,251,362,574"
2015,법인세차감전 순이익,"649,120,791,773"
2015,당기순이익,"469,830,680,454"
2015,유동자산,"2,731,868,723,692"
2015,비유동자산,"2,553,205,913,975"
2015,자산총계,"5,285,074,637,667"
2015,유동부채,"949,518,710,964"
2015,비유동부채,"68,351,008,793"
2015,부채총계,"1,017,869,719,757"
2015,자본금,"38,688,900,000"
2015,이익잉여금,"3,075,651,418,853"
2015,자본총계,"4,267,204,917,910"
2015,매출액,"4,352,976,599,247"
2015,영업이익,"339,767,216,182"
2015,법인세차감전 순이익,"468,384,288,479"
2015,당기순이익,"350,251,400,716"
2015,유동자산,"12,469,315,864,941"
2015,비유동자산,"29,820,299,323,633"
2015,자산총계,"42,361,430,965,137"
2015,유동부채,"15,074,383,088,757"
2015,비유동부채,"8,973,112,258,044"
2015,부채총계,"24,047,495,346,801"
2015,자본금,"19,131,748,300"
2015,자본총계,"18,313,935,618,336"
2015,매출액,"13,344,675,370,414"
2015,영업이익,"37,138,349,416"
2015,법인세차감전 순이익,"2,775,729,491,227"
2015,당기순이익,"2,685,651,116,146"
2015,유동자산,"9,497,079,180,668"
2015,비유동자산,"24,580,993,930,112"
2015,자산총계,"34,157,943,261,452"
2015,유동부채,"10,834,230,192,790"
2015,비유동부채,"7,025,850,492,080"
2015,부채총계,"17,860,080,684,870"
2015,이익잉여금,"4,872,957,398,085"
2015,자본총계,"16,297,862,576,582"
2015,매출액,"8,885,125,467,394"
2015,영업이익,"-209,029,561,405"
2015,법인세차감전 순이익,"2,350,033,967,808"
2015,당기순이익,"2,361,440,636,671"
2015,유동자산,"1,833,178,443,548"
2015,비유동자산,"2,609,922,987,465"
2015,자산총계,"4,443,101,431,013"
2015,유동부채,"871,900,750,169"
2015,비유동부채,"198,869,919,888"
2015,부채총계,"1,070,770,670,057"
2015,이익잉여금,"2,623,071,727,948"
2015,자본총계,"3,372,330,760,956"
2015,매출액,"4,766,627,213,300"
2015,영업이익,"772,909,945,489"
2015,법인세차감전 순이익,"778,301,120,962"
2015,당기순이익,"584,796,054,551"
2015,유동자산,"1,484,129,301,539"
2015,비유동자산,"2,490,554,159,000"
2015,자산총계,"3,974,683,460,539"
2015,유동부채,"519,051,411,002"
2015,비유동부채,"143,137,651,912"
2015,부채총계,"662,189,062,914"
2015,이익잉여금,"2,566,354,454,104"
2015,자본총계,"3,312,494,397,625"
2015,매출액,"3,757,959,211,854"
2015,영업이익,"687,720,819,712"
2015,법인세차감전 순이익,"700,907,693,874"
2015,당기순이익,"534,235,039,440"
2015,유동자산,"18,390,784,000,000"
2015,비유동자산,"27,589,329,000,000"
2015,자산총계,"45,980,113,000,000"
2015,유동부채,"14,579,485,000,000"
2015,비유동부채,"7,196,597,000,000"
2015,부채총계,"21,776,082,000,000"
2015,자본총계,"24,204,031,000,000"
2015,매출액,"49,521,447,000,000"
2015,영업이익,"2,354,273,000,000"
2015,법인세차감전 순이익,"3,100,266,000,000"
2015,당기순이익,"2,630,600,000,000"
2015,유동자산,"12,275,521,000,000"
2015,비유동자산,"21,793,392,000,000"
2015,자산총계,"34,068,913,000,000"
2015,유동부채,"9,277,848,000,000"
2015,비유동부채,"3,978,658,000,000"
2015,부채총계,"13,256,506,000,000"
2015,자본총계,"20,812,407,000,000"
2015,매출액,"32,699,936,000,000"
2015,영업이익,"2,294,966,000,000"
2015,법인세차감전 순이익,"3,016,428,000,000"
2015,당기순이익,"2,496,395,000,000"
2015,유동자산,"8,655,605,000,000"
2015,비유동자산,"9,923,123,000,000"
2015,자산총계,"18,578,728,000,000"
2015,유동부채,"4,798,981,000,000"
2015,비유동부채,"676,225,000,000"
2015,부채총계,"5,475,206,000,000"
2015,자본총계,"13,103,522,000,000"
2015,매출액,"20,206,583,000,000"
2015,영업이익,"1,823,568,000,000"
2015,법인세차감전 순이익,"1,549,643,000,000"
2015,당기순이익,"1,148,531,000,000"
2015,유동자산,"7,114,410,000,000"
2015,비유동자산,"9,117,186,000,000"
2015,자산총계,"16,231,596,000,000"
2015,유동부채,"3,412,605,000,000"
2015,비유동부채,"374,428,000,000"
2015,부채총계,"3,787,033,000,000"
2015,이익잉여금,"10,924,374,000,000"
2015,자본총계,"12,444,563,000,000"
2015,매출액,"17,334,109,000,000"
2015,영업이익,"1,620,092,000,000"
2015,법인세차감전 순이익,"1,526,448,000,000"
2015,당기순이익,"1,203,855,000,000"
2015,유동자산,"1,331,132,646,966"
2015,비유동자산,"2,883,504,316,625"
2015,자산총계,"4,214,636,963,591"
2015,유동부채,"1,159,458,140,741"
2015,비유동부채,"939,836,223,907"
2015,부채총계,"2,099,294,364,648"
2015,이익잉여금,"2,066,244,886,425"
2015,자본총계,"2,115,342,598,943"
2015,매출액,"5,328,492,268,366"
2015,영업이익,"684,095,164,351"
2015,법인세차감전 순이익,"644,776,515,524"
2015,당기순이익,"470,362,045,450"
2015,유동자산,"788,198,043,389"
2015,비유동자산,"2,164,354,577,403"
2015,자산총계,"2,952,552,620,792"
2015,유동부채,"764,403,593,564"
2015,비유동부채,"726,437,070,604"
2015,부채총계,"1,490,840,664,168"
2015,이익잉여금,"1,345,541,443,769"
2015,자본총계,"1,461,711,956,624"
2015,매출액,"3,031,336,329,599"
2015,영업이익,"463,098,878,490"
2015,법인세차감전 순이익,"428,979,090,481"
2015,당기순이익,"305,961,028,812"
2015,유동자산,"5,490,256,718,589"
2015,비유동자산,"3,096,252,804,867"
2015,자산총계,"8,586,509,523,456"
2015,유동부채,"1,830,700,380,967"
2015,비유동부채,"520,962,213,180"
2015,부채총계,"2,351,662,594,147"
2015,자본금,"954,959,485,000"
2015,이익잉여금,"1,363,663,484,145"
2015,자본총계,"6,234,846,929,309"
2015,매출액,"4,134,035,080,230"
2015,영업이익,"1,366,334,874,100"
2015,법인세차감전 순이익,"1,429,857,732,648"
2015,당기순이익,"1,046,154,494,168"
2015,유동자산,"3,906,366,752,073"
2015,비유동자산,"3,495,242,623,510"
2015,자산총계,"7,401,609,375,583"
2015,유동부채,"1,429,755,238,116"
2015,비유동부채,"124,033,696,801"
2015,부채총계,"1,553,788,934,917"
2015,자본금,"954,959,485,000"
2015,이익잉여금,"947,226,082,215"
2015,자본총계,"5,847,820,440,666"
2015,매출액,"2,821,671,433,073"
2015,영업이익,"1,240,158,288,442"
2015,법인세차감전 순이익,"1,297,251,487,070"
2015,당기순이익,"971,105,261,844"
2015,유동자산,"29,765,131,000,000"
2015,비유동자산,"66,868,678,000,000"
2015,자산총계,"96,633,809,000,000"
2015,유동부채,"25,919,322,000,000"
2015,비유동부채,"30,637,237,000,000"
2015,부채총계,"56,556,559,000,000"
2015,자본총계,"40,077,250,000,000"
2015,매출액,"39,569,775,000,000"
2015,영업이익,"1,403,264,000,000"
2015,법인세차감전 순이익,"6,238,848,000,000"
2015,유동자산,"741,070,000,000"
2015,비유동자산,"16,852,013,000,000"
2015,자산총계,"17,593,083,000,000"
2015,유동부채,"1,509,637,000,000"
2015,비유동부채,"4,601,769,000,000"
2015,부채총계,"6,111,406,000,000"
2015,이익잉여금,"6,736,539,000,000"
2015,자본총계,"11,481,677,000,000"
2015,영업이익,"252,718,000,000"
2015,법인세차감전 순이익,"6,350,983,000,000"
2015,당기순이익,"5,821,064,000,000"
2015,유동자산,"2,537,922,161,870"
2015,비유동자산,"3,610,047,033,362"
2015,자산총계,"6,147,969,195,232"
2015,유동부채,"978,507,858,919"
2015,비유동부채,"281,657,035,631"
2015,부채총계,"1,260,164,894,550"
2015,이익잉여금,"1,948,073,924,057"
2015,자본총계,"4,887,804,300,682"
2015,매출액,"5,661,205,541,166"
2015,영업이익,"913,640,954,217"
2015,법인세차감전 순이익,"921,601,768,600"
2015,당기순이익,"673,945,275,917"
2015,유동자산,"320,136,598,392"
2015,비유동자산,"1,374,798,940,073"
2015,자산총계,"1,694,935,538,465"
2015,유동부채,"5,528,034,365"
2015,비유동부채,"40,547,604,656"
2015,부채총계,"46,075,639,021"
2015,이익잉여금,"1,064,230,922,345"
2015,자본총계,"1,648,859,899,444"
2015,영업이익,"39,267,788,715"
2015,법인세차감전 순이익,"44,627,080,105"
2015,당기순이익,"42,538,320,101"
2015,유동자산,"9,531,634,000,000"
2015,비유동자산,"13,045,526,000,000"
2015,자산총계,"22,577,160,000,000"
2015,유동부채,"6,606,712,000,000"
2015,비유동부채,"3,265,492,000,000"
2015,부채총계,"9,872,204,000,000"
2015,이익잉여금,"8,158,526,000,000"
2015,자본총계,"12,704,956,000,000"
2015,매출액,"28,383,884,000,000"
2015,영업이익,"1,625,566,000,000"
2015,법인세차감전 순이익,"1,433,982,000,000"
2015,당기순이익,"1,023,456,000,000"
2015,유동자산,"8,246,330,000,000"
2015,비유동자산,"11,964,363,000,000"
2015,자산총계,"20,210,693,000,000"
2015,유동부채,"6,505,979,000,000"
2015,비유동부채,"2,375,131,000,000"
2015,부채총계,"8,881,110,000,000"
2015,이익잉여금,"7,289,333,000,000"
2015,자본총계,"11,329,583,000,000"
2015,매출액,"25,856,426,000,000"
2015,영업이익,"770,856,000,000"
2015,법인세차감전 순이익,"1,181,626,000,000"
2015,당기순이익,"968,209,000,000"
2015,유동자산,"4,155,560,000,000"
2015,비유동자산,"13,967,840,000,000"
2015,자산총계,"18,123,400,000,000"
2015,유동부채,"2,712,625,000,000"
2015,비유동부채,"2,102,531,000,000"
2015,부채총계,"4,815,156,000,000"
2015,자본총계,"13,308,244,000,000"
2015,매출액,"9,968,190,000,000"
2015,영업이익,"1,137,986,000,000"
2015,법인세차감전 순이익,"1,075,356,000,000"
2015,당기순이익,"943,775,000,000"
2015,유동자산,"333,349,000,000"
2015,비유동자산,"7,875,416,000,000"
2015,자산총계,"8,208,765,000,000"
2015,유동부채,"134,819,000,000"
2015,비유동부채,"143,511,000,000"
2015,부채총계,"278,330,000,000"
2015,이익잉여금,"4,620,921,000,000"
2015,자본총계,"7,930,435,000,000"
2015,매출액,"574,117,000,000"
2015,영업이익,"394,822,000,000"
2015,법인세차감전 순이익,"400,562,000,000"
2015,당기순이익,"345,915,000,000"
2015,유동자산,"16,397,613,000,000"
2015,비유동자산,"19,916,283,000,000"
2015,자산총계,"36,313,896,000,000"
2015,유동부채,"14,779,691,000,000"
2015,비유동부채,"8,550,718,000,000"
2015,부채총계,"23,330,409,000,000"
2015,자본총계,"12,983,487,000,000"
2015,매출액,"56,509,008,000,000"
2015,영업이익,"1,192,291,000,000"
2015,법인세차감전 순이익,"593,125,000,000"
2015,당기순이익,"249,143,000,000"
2015,유동자산,"8,268,810,000,000"
2015,비유동자산,"17,597,565,000,000"
2015,자산총계,"25,866,375,000,000"
2015,유동부채,"9,750,390,000,000"
2015,비유동부채,"7,154,976,000,000"
2015,부채총계,"16,905,366,000,000"
2015,자본금,"904,169,000,000"
2015,이익잉여금,"5,046,104,000,000"
2015,자본총계,"8,961,009,000,000"
2015,매출액,"28,368,428,000,000"
2015,영업이익,"-17,537,000,000"
2015,법인세차감전 순이익,"-265,823,000,000"
2015,당기순이익,"-355,839,000,000"
2015,유동자산,"4,773,880,158,248"
2015,비유동자산,"11,451,423,299,504"
2015,자산총계,"16,225,303,457,752"
2015,유동부채,"3,201,335,106,805"
2015,비유동부채,"1,770,775,498,102"
2015,부채총계,"4,972,110,604,907"
2015,자본금,"356,712,130,000"
2015,이익잉여금,"4,853,139,572,068"
2015,자본총계,"11,253,192,852,845"
2015,매출액,"7,569,330,839,945"
2015,영업이익,"-59,832,025,818"
2015,법인세차감전 순이익,"39,058,650,859"
2015,당기순이익,"25,685,765,743"
2015,유동자산,"3,473,781,557,850"
2015,비유동자산,"11,183,004,952,357"
2015,자산총계,"14,656,786,510,207"
2015,유동부채,"2,473,160,239,921"
2015,비유동부채,"1,383,033,484,073"
2015,부채총계,"3,856,193,723,994"
2015,자본금,"356,712,130,000"
2015,이익잉여금,"4,867,904,004,436"
2015,자본총계,"10,800,592,786,213"
2015,매출액,"6,680,135,828,651"
2015,영업이익,"-204,822,385,805"
2015,법인세차감전 순이익,"-227,199,453,273"
2015,당기순이익,"-141,934,840,632"
2015,유동자산,"12,842,183,353,000"
2015,비유동자산,"18,517,652,383,000"
2015,자산총계,"31,359,835,736,000"
2015,유동부채,"7,494,013,739,000"
2015,비유동부채,"6,819,485,776,000"
2015,부채총계,"14,313,499,515,000"
2015,이익잉여금,"9,449,629,808,000"
2015,자본총계,"17,046,336,221,000"
2015,매출액,"48,356,320,414,000"
2015,영업이익,"1,979,564,947,000"
2015,당기순이익,"867,676,735,000"
2015,유동자산,"1,348,655,958,000"
2015,비유동자산,"13,125,533,694,000"
2015,자산총계,"14,474,189,652,000"
2015,유동부채,"244,395,064,000"
2015,비유동부채,"1,233,265,366,000"
2015,부채총계,"1,477,660,430,000"
2015,이익잉여금,"6,806,449,252,000"
2015,자본총계,"12,996,529,222,000"
2015,매출액,"1,667,199,695,000"
2015,영업이익,"384,714,884,000"
2015,법인세차감전 순이익,"290,984,960,000"
2015,당기순이익,"-5,617,027,000"
2015,유동자산,"27,096,467,095,000"
2015,비유동자산,"22,372,597,897,000"
2015,자산총계,"49,469,064,992,000"
2015,유동부채,"23,065,151,183,000"
2015,비유동부채,"10,977,810,236,000"
2015,부채총계,"34,042,961,419,000"
2015,자본총계,"15,426,103,573,000"
2015,매출액,"46,317,640,151,000"
2015,영업이익,"-1,584,905,920,000"
2015,법인세차감전 순이익,"-1,860,037,895,000"
2015,당기순이익,"-1,375,768,355,000"
2015,유동자산,"13,387,654,798,000"
2015,비유동자산,"16,797,125,936,000"
2015,자산총계,"30,184,780,734,000"
2015,유동부채,"11,886,590,832,000"
2015,비유동부채,"5,926,401,075,000"
2015,부채총계,"17,812,991,907,000"
2015,이익잉여금,"11,386,949,278,000"
2015,자본총계,"12,371,788,827,000"
2015,매출액,"24,472,344,053,000"
2015,영업이익,"-1,676,389,488,000"
2015,법인세차감전 순이익,"-2,080,596,052,000"
2015,당기순이익,"-1,548,057,324,000"
2015,유동자산,"6,666,847,614,070"
2015,비유동자산,"25,269,585,923,391"
2015,자산총계,"31,936,433,537,461"
2015,유동부채,"6,657,440,588,526"
2015,비유동부채,"9,758,994,346,807"
2015,부채총계,"16,416,434,935,333"
2015,자본총계,"15,519,998,602,128"
2015,매출액,"16,132,512,865,309"
2015,영업이익,"1,464,141,742,728"
2015,법인세차감전 순이익,"926,727,416,651"
2015,당기순이익,"739,166,631,634"
2015,유동자산,"5,011,389,197,134"
2015,비유동자산,"25,018,338,716,278"
2015,자산총계,"30,029,727,913,412"
2015,유동부채,"5,557,499,616,149"
2015,비유동부채,"9,220,502,558,641"
2015,부채총계,"14,778,002,174,790"
2015,이익잉여금,"9,786,754,199,790"
2015,자본총계,"15,251,725,738,622"
2015,매출액,"14,479,377,921,251"
2015,영업이익,"1,467,766,777,967"
2015,법인세차감전 순이익,"992,727,077,093"
2015,당기순이익,"789,390,353,202"
2015,유동자산,"3,717,567,607,709"
2015,비유동자산,"3,760,946,730,967"
2015,자산총계,"7,478,514,338,676"
2015,유동부채,"2,593,792,273,626"
2015,비유동부채,"1,787,956,888,664"
2015,부채총계,"4,381,749,162,290"
2015,자본총계,"3,096,765,176,386"
2015,매출액,"14,671,209,542,520"
2015,영업이익,"698,026,757,210"
2015,법인세차감전 순이익,"592,591,170,825"
2015,당기순이익,"376,786,373,554"
2015,유동자산,"2,921,986,197,942"
2015,비유동자산,"3,625,766,327,484"
2015,자산총계,"6,547,752,525,426"
2015,유동부채,"2,275,811,344,794"
2015,비유동부채,"1,494,551,648,993"
2015,부채총계,"3,770,362,993,787"
2015,자본금,"18,750,000,000"
2015,자본총계,"2,777,389,531,639"
2015,매출액,"11,811,512,414,216"
2015,영업이익,"471,504,178,974"
2015,법인세차감전 순이익,"369,789,857,207"
2015,당기순이익,"264,540,415,605"
2015,유동자산,"2,537,906,166,030"
2015,비유동자산,"3,370,026,840,616"
2015,자산총계,"5,907,933,006,646"
2015,유동부채,"390,034,947,933"
2015,비유동부채,"298,529,230,389"
2015,부채총계,"688,564,178,322"
2015,자본총계,"5,219,368,828,324"
2015,매출액,"4,771,442,958,357"
2015,영업이익,"672,218,933,053"
2015,법인세차감전 순이익,"684,519,205,360"
2015,당기순이익,"513,990,324,342"
2015,유동자산,"2,148,288,029,899"
2015,비유동자산,"3,275,474,279,229"
2015,자산총계,"5,423,762,309,128"
2015,유동부채,"321,292,365,287"
2015,비유동부채,"135,735,626,069"
2015,부채총계,"457,027,991,356"
2015,이익잉여금,"4,810,147,060,268"
2015,자본총계,"4,966,734,317,772"
2015,매출액,"4,087,039,959,406"
2015,영업이익,"636,975,990,114"
2015,법인세차감전 순이익,"635,098,710,611"
2015,당기순이익,"490,113,814,505"
2015,유동자산,"8,583,176,000,000"
2015,비유동자산,"20,758,009,000,000"
2015,자산총계,"29,341,185,000,000"
2015,유동부채,"8,639,906,000,000"
2015,비유동부채,"8,535,814,000,000"
2015,부채총계,"17,175,720,000,000"
2015,자본총계,"12,165,465,000,000"
2015,매출액,"22,281,221,000,000"
2015,영업이익,"1,292,944,000,000"
2015,법인세차감전 순이익,"719,452,000,000"
2015,당기순이익,"631,288,000,000"
2015,유동자산,"4,636,920,000,000"
2015,비유동자산,"19,585,575,000,000"
2015,자산총계,"24,222,495,000,000"
2015,유동부채,"5,978,832,000,000"
2015,비유동부채,"7,859,707,000,000"
2015,부채총계,"13,838,539,000,000"
2015,자본총계,"10,383,956,000,000"
2015,매출액,"16,942,357,000,000"
2015,영업이익,"863,860,000,000"
2015,법인세차감전 순이익,"1,010,431,000,000"
2015,당기순이익,"770,324,000,000"
2015,유동자산,"5,689,780,000,000"
2015,비유동자산,"5,105,746,000,000"
2015,자산총계,"10,795,526,000,000"
2015,유동부채,"3,222,157,000,000"
2015,비유동부채,"2,183,452,000,000"
2015,부채총계,"5,405,609,000,000"
2015,이익잉여금,"3,743,123,000,000"
2015,자본총계,"5,389,917,000,000"
2015,매출액,"17,890,272,000,000"
2015,영업이익,"817,604,000,000"
2015,법인세차감전 순이익,"812,731,000,000"
2015,당기순이익,"631,322,000,000"
2015,유동자산,"5,688,480,000,000"
2015,비유동자산,"5,096,466,000,000"
2015,자산총계,"10,784,946,000,000"
2015,유동부채,"3,222,157,000,000"
2015,비유동부채,"2,180,898,000,000"
2015,부채총계,"5,403,055,000,000"
2015,이익잉여금,"3,735,106,000,000"
2015,자본총계,"5,381,891,000,000"
2015,매출액,"17,890,272,000,000"
2015,영업이익,"817,604,000,000"
2015,법인세차감전 순이익,"808,529,000,000"
2015,당기순이익,"628,136,000,000"
2015,유동자산,"1,750,420,315,680"
2015,비유동자산,"1,940,371,514,047"
2015,자산총계,"3,690,791,829,727"
2015,유동부채,"664,599,977,536"
2015,비유동부채,"28,436,647,349"
2015,부채총계,"693,036,624,885"
2015,자본총계,"2,997,755,204,842"
2015,매출액,"1,633,716,838,652"
2015,영업이익,"595,400,402,445"
2015,법인세차감전 순이익,"593,883,379,961"
2015,당기순이익,"441,629,100,500"
2015,유동자산,"1,736,167,993,219"
2015,비유동자산,"1,951,892,033,784"
2015,자산총계,"3,688,060,027,003"
2015,유동부채,"662,837,030,138"
2015,비유동부채,"27,780,659,539"
2015,부채총계,"690,617,689,677"
2015,이익잉여금,"2,935,190,480,821"
2015,자본총계,"2,997,442,337,326"
2015,매출액,"1,630,976,696,363"
2015,영업이익,"603,884,504,997"
2015,법인세차감전 순이익,"582,713,797,549"
2015,당기순이익,"430,459,518,088"
2015,유동자산,"15,997,299,614,516"
2015,비유동자산,"24,696,066,839,990"
2015,자산총계,"40,693,366,454,506"
2015,유동부채,"11,918,653,324,484"
2015,비유동부채,"11,686,870,855,180"
2015,부채총계,"23,605,524,179,664"
2015,자본총계,"17,087,842,274,842"
